0x77,0x77,0x7A,0x04	"刷写指纹信息: "
0xF1,0x0A,0x90,0x06	"ECM类型"
0xF1,0x0A,0x90,0x05	"轮胎尺寸"
0xF1,0x0A,0x90,0x04	"销售地区"
0xF1,0x0A,0x90,0x03	"定速巡航"
0xF1,0x0A,0x90,0x02	"左舵/右舵"
0xF1,0x0A,0x90,0x01	"车型代号"
0xF1,0x0A,0x91,0x13	"GW(网关)"
0xF1,0x0A,0x91,0x12	"FRS(前雷达系统)"
0xF1,0x0A,0x91,0x11	"RCM(后摄像头模块)"
0xF1,0x0A,0x91,0x10	"4WD(四轮驱动系统)"
0xF1,0x0A,0x91,0x0F	"FCS(前摄像头系统)"
0xF1,0x0A,0x91,0x0E	"T-BOX(远程信息处理控制器)"
0xF1,0x0A,0x91,0x0D	"TPMS(胎压监视系统)"
0xF1,0x0A,0x91,0x0C	"IHU"
0xF1,0x0A,0x91,0x0B	"HVAC"
0xF1,0x0A,0x91,0x0A	"FRS(前雷达系统)"
0xF1,0x0A,0x91,0x09	"SAS(方向盘转角传感器)"
0xF1,0x0A,0x91,0x08	"EPS(电子助力转向系统)"
0xF1,0x0A,0x91,0x07	"PEPS(无钥匙进入一键式启动单元)"
0xF1,0x0A,0x91,0x06	"ABS/ESC"
0xF1,0x0A,0x91,0x05	"ACU(安全气囊控制单元)"
0xF1,0x0A,0x91,0x04	"TCU(自动变速器控制单元)"
0xF1,0x0A,0x91,0x03	"BCM(车身控制模块)"
0xF1,0x0A,0x91,0x02	"ICU"
0xF1,0x0A,0x91,0x01	"EMS(发动机管理系统)"
0xF1,0x0A,0x95,0x0A	"英文"
0xF1,0x0A,0x95,0x09	"中文"
0xF1,0x0A,0x95,0x08	"常响"
0xF1,0x0A,0x95,0x07	"响30s"
0xF1,0x0A,0x95,0x06	"倒车雷达"
0xF1,0x0A,0x95,0x05	"上坡辅助"
0xF1,0x0A,0x95,0x04	"液压制动助力辅助(HBB)"
0xF1,0x0A,0x95,0x03	"陡坡缓降(HDC)"
0xF1,0x0A,0x95,0x02	"18TD"
0xF1,0x0A,0x95,0x01	"4G20/24"
0xF1,0x0A,0x85,0x07	"保养里程设置失败"
0xF1,0x0A,0x31,0x07	"Speedangle"
0xF1,0x0A,0x31,0x06	"VehicleSpeed"
0xF1,0x0A,0x31,0x05	"Tachoangle"
0xF1,0x0A,0x31,0x04	"EngineSpeed"
0xF1,0x0A,0x31,0x03	"AveConsumptionValue(FuelConsumption)"
0xF1,0x0A,0x31,0x02	"AverageVehiclespeed"
0xF1,0x0A,0x31,0x01	"Odo"
0xF1,0x0A,0x60,0x06	"行驶里程写入失败\n 未知原因"
0xF1,0x0A,0x60,0x05	"请输入原车行驶里程数（单位：KM）"
0xF1,0x0A,0x60,0x04	"行驶里程写入成功"
0xF1,0x0A,0x60,0x03	"行驶里程写入失败\n 原因为：写入数据小于仪表当前数据"
0xF1,0x0A,0x60,0x02	"1，切换到电源IG ON，发动机不启动，\n2，该功能仅限于原车更换新仪表时候使用，\n3，该功能仅限使用一次"
0xF1,0x0A,0x60,0x01	"行驶里程"
0xF1,0x0A,0x50,0x11	"ECU安装日期: "
0xF1,0x0A,0x50,0x10	"ECU刷写日期: "
0xF1,0x0A,0x50,0x0F	"ECU刷写维修店代号或设备号: "
0xF1,0x0A,0x50,0x0E	"ECU系统名称或发动机类型: "
0xF1,0x0A,0x50,0x0D	"ECU软件版本号: "
0xF1,0x0A,0x50,0x0C	"ECU软件号: "
0xF1,0x0A,0x50,0x0B	"ECU硬件版本号: "
0xF1,0x0A,0x50,0x0A	"ECU硬件号: "
0xF1,0x0A,0x50,0x09	"车辆识别号(VIN码): "
0xF1,0x0A,0x50,0x08	"ECU序列号: "
0xF1,0x0A,0x50,0x07	"ECU生产日期: "
0xF1,0x0A,0x50,0x06	"供应商代码: "
0xF1,0x0A,0x50,0x05	"Geely软件版本号: "
0xF1,0x0A,0x50,0x04	"零件号: "
0xF1,0x0A,0x50,0x03	"当前诊断会话模式: "
0xF1,0x0A,0x50,0x02	"驱动层软件版本: "
0xF1,0x0A,0x50,0x01	"车辆名称: "
0xF1,0x0A,0x42,0x04	"水温表"
0xF1,0x0A,0x42,0x03	"燃油表"
0xF1,0x0A,0x42,0x02	"转速表"
0xF1,0x0A,0x42,0x01	"车速表"
0xF1,0x0A,0x40,0x05	"车速"
0xF1,0x0A,0x40,0x04	"发动机速度"
0xF1,0x0A,0x40,0x03	"LCD控制"
0xF1,0x0A,0x40,0x02	"Mertor控制"
0xF1,0x0A,0x40,0x01	"灯控制"
0xF1,0x0A,0x41,0x1E	"TPMS系统故障"
0xF1,0x0A,0x41,0x1D	"智能远光灯"
0xF1,0x0A,0x41,0x1C	"车道偏离"
0xF1,0x0A,0x41,0x1B	"自适应巡航故障指示灯"
0xF1,0x0A,0x41,0x1A	"自适应巡航激活指示灯"
0xF1,0x0A,0x41,0x19	"前碰预警功能指示灯"
0xF1,0x0A,0x41,0x18	"四驱"
0xF1,0x0A,0x41,0x17	"下坡限速"
0xF1,0x0A,0x41,0x16	"ESCOFF"
0xF1,0x0A,0x41,0x15	"ESC故障"
0xF1,0x0A,0x41,0x14	"ABS故障"
0xF1,0x0A,0x41,0x13	"EPB故障指示"
0xF1,0x0A,0x41,0x12	"EPB指示"
0xF1,0x0A,0x41,0x11	"EPS故障"
0xF1,0x0A,0x41,0x10	"制动液/EBD"
0xF1,0x0A,0x41,0x0F	"机油压力报警"
0xF1,0x0A,0x41,0x0E	"发动机系统故障"
0xF1,0x0A,0x41,0x0D	"发动机排放故障"
0xF1,0x0A,0x41,0x0C	"安全气囊故障"
0xF1,0x0A,0x41,0x0B	"安全带未系"
0xF1,0x0A,0x41,0x0A	"燃油液面低报警"
0xF1,0x0A,0x41,0x09	"冷却液温度高报警"
0xF1,0x0A,0x41,0x08	"TPMS(胎压监视系统)"
0xF1,0x0A,0x41,0x07	"日间行车灯"
0xF1,0x0A,0x41,0x06	"小灯"
0xF1,0x0A,0x41,0x05	"远光灯"
0xF1,0x0A,0x41,0x04	"后雾灯"
0xF1,0x0A,0x41,0x03	"前雾灯"
0xF1,0x0A,0x41,0x02	"右转向灯"
0xF1,0x0A,0x41,0x01	"左转向灯"
0xF1,0x09,0x90,0x03	"请输入进风风门位置\n输入范围:0~100"
0xF1,0x09,0x90,0x02	"请输入副驾驶员侧温度风口位置\n输入范围:0~100"
0xF1,0x09,0x90,0x01	"请输入驾驶员侧温度风口位置\n输入范围:0~100"
0xF1,0x09,0x31,0x02	"ProgrammingAttemptCounter"
0xF1,0x09,0x31,0x01	"ProgrammingCounter"
0xF1,0x09,0x50,0x0F	"ECU软件号:"
0xF1,0x09,0x50,0x0E	"ECU安装日期:"
0xF1,0x09,0x50,0x0D	"ECU刷写日期:"
0xF1,0x09,0x50,0x0C	"ECU刷写维修店代号或设备号:"
0xF1,0x09,0x50,0x0B	"ECU软件版本号:"
0xF1,0x09,0x50,0x0A	"ECU硬件版本号:"
0xF1,0x09,0x50,0x09	"ECU硬件号:"
0xF1,0x09,0x50,0x08	"车辆识别号(VIN码):"
0xF1,0x09,0x50,0x07	"ECU序列号:"
0xF1,0x09,0x50,0x06	"ECU生产日期:"
0xF1,0x09,0x50,0x05	"供应商代码:"
0xF1,0x09,0x50,0x04	"Geely软件版本号:"
0xF1,0x09,0x50,0x03	"零件号:"
0xF1,0x09,0x50,0x02	"驱动层软件版本:"
0xF1,0x09,0x50,0x01	"车辆名称:"
0xF1,0x09,0x40,0x08	"副驾驶员侧座椅加热请求状态"
0xF1,0x09,0x40,0x07	"驾驶员侧座椅加热请求状态"
0xF1,0x09,0x40,0x06	"鼓风机档位"
0xF1,0x09,0x40,0x05	"AC压缩机请求信号状态"
0xF1,0x09,0x40,0x04	"进风风门位置"
0xF1,0x09,0x40,0x03	"副驾驶员侧温度风门位置"
0xF1,0x09,0x40,0x02	"驾驶员侧温度风门位置"
0xF1,0x09,0x40,0x01	"模式风门位置"
0xF1,0x08,0xA0,0x0B	"提示信息"
0xF1,0x08,0xA0,0x04	"配置码写入失败!\n"
0xF1,0x08,0xA0,0x03	"配置码写入成功!\n"
0xF1,0x08,0xA0,0x02	"从EMS中获取数据失败，即将从ICU系统中获取"
0xF1,0x08,0xA0,0x01	"是否进行一键配置功能？一键配置是从EMS或ICU(EMS获取失败后才从ICU中获取)获取配置代码，将获取的配置代码写入GW系统。\n点击[是]进行一键配置，点击[否]退出一键配置。"
0xF1,0x08,0x90,0x17	"配置泊车辅助系统(PAS)"
0xF1,0x08,0x90,0x16	"配置电子稳定控制单元(ABS)"
0xF1,0x08,0x90,0x15	"配置电子稳定系统(ESC)"
0xF1,0x08,0x90,0x14	"配置360度环车影像(AVM)"
0xF1,0x08,0x90,0x13	"配置网关(GW)"
0xF1,0x08,0x90,0x12	"配置泊车辅助系统(PAS)"
0xF1,0x08,0x90,0x11	"配置后摄像头系统(RCM/RCS)"
0xF1,0x08,0x90,0x10	"配置四轮驱动(4WD)"
0xF1,0x08,0x90,0x0F	"配置前摄像头系统(FCS)"
0xF1,0x08,0x90,0x0E	"配置紧急呼叫通信匣(T-Box)"
0xF1,0x08,0x90,0x0D	"配置胎压监测系统(TPMS)"
0xF1,0x08,0x90,0x0C	"配置信息娱乐主机单元(IHU)"
0xF1,0x08,0x90,0x0B	"配置空调控制器(HVAC)"
0xF1,0x08,0x90,0x0A	"配置前雷达系统(FRS)"
0xF1,0x08,0x90,0x09	"配置转向柱组合开关(TCM/SAS)"
0xF1,0x08,0x90,0x08	"配置电动助力转向系统(EPS)"
0xF1,0x08,0x90,0x07	"配置无钥匙进入一键式启动单元(PEPS)"
0xF1,0x08,0x90,0x06	"配置电子稳定系统(ABS/ESC)"
0xF1,0x08,0x90,0x05	"配置安全气囊系统(ACU)"
0xF1,0x08,0x90,0x04	"配置变速器控制器(TCU)"
0xF1,0x08,0x90,0x03	"配置车身控制系统(BCM)"
0xF1,0x08,0x90,0x02	"配置仪表系统(ICU)"
0xF1,0x08,0x90,0x01	"配置发动机系统(EMS)"
0xF1,0x08,0x91,0x14	"360度环车影像(AVM)"
0xF1,0x08,0x91,0x13	"网关(GW)"
0xF1,0x08,0x91,0x12	"前雷达系统(FRS)"
0xF1,0x08,0x91,0x11	"后摄像头系统(RCM/RCS)"
0xF1,0x08,0x91,0x10	"四轮驱动(4WD)"
0xF1,0x08,0x91,0x0F	"前摄像头系统(FCS)"
0xF1,0x08,0x91,0x0E	"紧急呼叫通信匣(T-Box)"
0xF1,0x08,0x91,0x0D	"胎压监测系统(TPMS)"
0xF1,0x08,0x91,0x0C	"信息娱乐主机单元(IHU)"
0xF1,0x08,0x91,0x0B	"空调控制器(HVAC)"
0xF1,0x08,0x91,0x0A	"前雷达系统(FRS)"
0xF1,0x08,0x91,0x09	"转向柱组合开关(TCM/SAS)"
0xF1,0x08,0x91,0x08	"电动助力转向系统(EPS)"
0xF1,0x08,0x91,0x07	"无钥匙进入一键式启动单元(PEPS)"
0xF1,0x08,0x91,0x06	"电子稳定系统(ABS/ESC)"
0xF1,0x08,0x91,0x05	"安全气囊系统(ACU)"
0xF1,0x08,0x91,0x04	"变速器控制器(TCU)"
0xF1,0x08,0x91,0x03	"车身控制系统(BCM)"
0xF1,0x08,0x91,0x02	"仪表系统(ICU)"
0xF1,0x08,0x91,0x01	"发动机系统(EMS)"
0xF1,0x08,0x80,0x01	"诊断路由应用报文功能"
0xF1,0x08,0x81,0x05	"I-CAN"
0xF1,0x08,0x81,0x04	"P-CAN"
0xF1,0x08,0x81,0x03	"D-CAN"
0xF1,0x08,0x81,0x02	"B-CAN"
0xF1,0x08,0x81,0x01	"所有-CAN"
0xF1,0x08,0x31,0x02	"ProgrammingAttemptCounter"
0xF1,0x08,0x31,0x01	"ProgrammingCounter"
0xF1,0x08,0x50,0x12	"Geely硬件号:"
0xF1,0x08,0x50,0x11	"ECU安装日期:"
0xF1,0x08,0x50,0x10	"ECU刷写日期:"
0xF1,0x08,0x50,0x0F	"ECU刷写维修店代号或设备号:"
0xF1,0x08,0x50,0x0E	"ECU系统名称或发动机类型:"
0xF1,0x08,0x50,0x0D	"ECU软件版本号:"
0xF1,0x08,0x50,0x0C	"ECU软件号:"
0xF1,0x08,0x50,0x0B	"ECU硬件版本号:"
0xF1,0x08,0x50,0x0A	"ECU硬件号:"
0xF1,0x08,0x50,0x09	"车辆识别号(VIN码):"
0xF1,0x08,0x50,0x08	"ECU序列号:"
0xF1,0x08,0x50,0x07	"ECU生产日期:"
0xF1,0x08,0x50,0x06	"供应商代码:"
0xF1,0x08,0x50,0x05	"Geely软件版本号:"
0xF1,0x08,0x50,0x04	"零件号:"
0xF1,0x08,0x50,0x03	"当前诊断会话模式:"
0xF1,0x08,0x50,0x02	"驱动层软件版本:"
0xF1,0x08,0x50,0x01	"车辆名称:"
0xF1,0x07,0x90,0x2B	"需要调整的值如下:"
0xF1,0x07,0x90,0x2A	"位置3正在校准，请等待......"
0xF1,0x07,0x90,0x29	"位置2正在校准，请等待......"
0xF1,0x07,0x90,0x28	"位置1正在校准，请等待......"
0xF1,0x07,0x90,0x27	"退出成功"
0xF1,0x07,0x90,0x26	"例程完成但不成功:正确的结果"
0xF1,0x07,0x90,0x25	"例程完成但不成功:无效结果"
0xF1,0x07,0x90,0x24	"例程完成但不成功:错误的结果"
0xF1,0x07,0x90,0x23	"重置失调角完成且成功"
0xF1,0x07,0x90,0x22	"例程开始且成功"
0xF1,0x07,0x90,0x21	"查询重置状态失败"
0xF1,0x07,0x90,0x20	"重置失调角失败"
0xF1,0x07,0x90,0x1F	"产品模式关闭失败"
0xF1,0x07,0x90,0x1E	"停止校准失败"
0xF1,0x07,0x90,0x1D	"调整到位，退出"
0xF1,0x07,0x90,0x1C	"经过调整后，没有调整到位，是否停止调整？停止调整点击'是'，继续调整点击'否'"
0xF1,0x07,0x90,0x1B	"左上螺栓:"
0xF1,0x07,0x90,0x1A	"右边"
0xF1,0x07,0x90,0x19	"左边"
0xF1,0x07,0x90,0x18	"调整到位"
0xF1,0x07,0x90,0x17	"圈"
0xF1,0x07,0x90,0x16	"调整"
0xF1,0x07,0x90,0x15	"向"
0xF1,0x07,0x90,0x14	"右下螺栓:"
0xF1,0x07,0x90,0x13	"将反射面板放置到位置3，开始位置3校准，请确定雷达与反射板之间的距离为1.2M，反射板与地面垂直角度为2度。"
0xF1,0x07,0x90,0x12	"将反射面板放置到位置2，开始位置2校准，请确定雷达与反射板之间的距离为1.2M，反射板与地面垂直角度为0度(即垂直于地面)。"
0xF1,0x07,0x90,0x11	"将反射面板放置到位置1，开始位置1校准，请确定雷达与反射板之间的距离为1.2M，反射板与地面垂直角度为2度。"
0xF1,0x07,0x90,0x10	"检查设备是否连接正常，将打火开关打到ON档，摆放设备区域最大的不平整度:1mm, 摆放车辆区域最大的不平整度:10mm。雷达校准前车辆已做好四轮定位。车辆推力线与反射板垂直。点击下一步开始, 确保VIN码已经写入。"
0xF1,0x07,0x90,0x0F	"对于移动目标的响应"
0xF1,0x07,0x90,0x0E	"对于停止目标的响应"
0xF1,0x07,0x90,0x0D	"对于静止目标的响应"
0xF1,0x07,0x90,0x0C	"预制动"
0xF1,0x07,0x90,0x0B	"对于静止目标的响应"
0xF1,0x07,0x90,0x0A	"自动紧急制动低速，含预制动"
0xF1,0x07,0x90,0x09	"自动紧急制动部分制动"
0xF1,0x07,0x90,0x08	"自动紧急制动部分制动"
0xF1,0x07,0x90,0x07	"紧急制动辅助"
0xF1,0x07,0x90,0x06	"危险报警"
0xF1,0x07,0x90,0x05	"制动警告"
0xF1,0x07,0x90,0x04	"预先报警"
0xF1,0x07,0x90,0x03	"自动制动辅助"
0xF1,0x07,0x90,0x02	"预填充"
0xF1,0x07,0x90,0x01	"车型代号"
0xF1,0x07,0x32,0x0A	"fak32RatioAlpSteeringWheel"
0xF1,0x07,0x32,0x09	"dVehicleWidth"
0xF1,0x07,0x32,0x08	"lWheelTrack"
0xF1,0x07,0x32,0x07	"lWheelbase"
0xF1,0x07,0x32,0x06	"dCustomerMountPosZ"
0xF1,0x07,0x32,0x05	"dCustomerMountPosY"
0xF1,0x07,0x32,0x04	"dCustomerMountPosX"
0xF1,0x07,0x32,0x03	"dCustomer2MrrZAxisOffset"
0xF1,0x07,0x32,0x02	"dCustomer2MrrYAxisOffset"
0xF1,0x07,0x32,0x01	"dCustomer2MrrXAxisOffset"
0xF1,0x07,0x33,0x02	"Turns"
0xF1,0x07,0x33,0x01	"Alignmentscrewdirection"
0xF1,0x07,0x30,0x03	"校准水平角度偏差的螺栓圈数和旋向"
0xF1,0x07,0x30,0x02	"校准垂直角度偏差的螺栓圈数和旋向"
0xF1,0x07,0x30,0x01	"车辆信息"
0xF1,0x07,0x31,0x0C	"Horizontalscrewnumberanddirection"
0xF1,0x07,0x31,0x0B	"Verticalscrewnumberanddirection"
0xF1,0x07,0x31,0x0A	"workeroperation"
0xF1,0x07,0x31,0x09	"Reflector位置"
0xF1,0x07,0x31,0x08	"DeviationAngleVertical"
0xF1,0x07,0x31,0x07	"DeviationAngleHorizontal"
0xF1,0x07,0x31,0x06	"RadarStatus"
0xF1,0x07,0x31,0x05	"FastMisalignmentAngle"
0xF1,0x07,0x31,0x04	"SlowMisalignmentAngle"
0xF1,0x07,0x31,0x03	"SCUTemperature"
0xF1,0x07,0x31,0x02	"ProductionMode"
0xF1,0x07,0x31,0x01	"ECUPowerSupplyVoltage"
0xF1,0x07,0x36,0x0E	"时间点:"
0xF1,0x07,0x36,0x0D	"GCC错误:"
0xF1,0x07,0x36,0x0C	"ACC状态:"
0xF1,0x07,0x36,0x0B	"局部标识符1005:"
0xF1,0x07,0x36,0x0A	"加速度:"
0xF1,0x07,0x36,0x09	"局部标识符1004:"
0xF1,0x07,0x36,0x08	"车速:"
0xF1,0x07,0x36,0x07	"局部标识符1003:"
0xF1,0x07,0x36,0x06	"点火电压:"
0xF1,0x07,0x36,0x05	"局部标识符1002:"
0xF1,0x07,0x36,0x04	"ECU温度:"
0xF1,0x07,0x36,0x03	"局部标识符1001:"
0xF1,0x07,0x36,0x02	"错误次数:"
0xF1,0x07,0x36,0x01	"错误级别:"
0xF1,0x07,0x37,0x0E	""
0xF1,0x07,0x37,0x0D	""
0xF1,0x07,0x37,0x0C	""
0xF1,0x07,0x37,0x0B	""
0xF1,0x07,0x37,0x0A	"m/s^s"
0xF1,0x07,0x37,0x09	""
0xF1,0x07,0x37,0x08	"m/s"
0xF1,0x07,0x37,0x07	""
0xF1,0x07,0x37,0x06	"V"
0xF1,0x07,0x37,0x05	""
0xF1,0x07,0x37,0x04	"degC"
0xF1,0x07,0x37,0x03	""
0xF1,0x07,0x37,0x02	""
0xF1,0x07,0x37,0x01	""
0xF1,0x07,0x50,0x11	"ECU安装日期: "
0xF1,0x07,0x50,0x10	"ECU刷写日期: "
0xF1,0x07,0x50,0x0F	"ECU刷写维修店代号或设备号: "
0xF1,0x07,0x50,0x0E	"ECU系统名称或发动机类型: "
0xF1,0x07,0x50,0x0D	"ECU软件版本号: "
0xF1,0x07,0x50,0x0C	"ECU软件号: "
0xF1,0x07,0x50,0x0B	"ECU硬件版本号: "
0xF1,0x07,0x50,0x0A	"ECU硬件号: "
0xF1,0x07,0x50,0x09	"车辆识别号(VIN码): "
0xF1,0x07,0x50,0x08	"ECU序列号: "
0xF1,0x07,0x50,0x07	"ECU生产日期: "
0xF1,0x07,0x50,0x06	"供应商代码: "
0xF1,0x07,0x50,0x05	"Geely软件版本号: "
0xF1,0x07,0x50,0x04	"零件号: "
0xF1,0x07,0x50,0x03	"当前诊断会话模式: "
0xF1,0x07,0x50,0x02	"驱动层软件版本: "
0xF1,0x07,0x50,0x01	"车辆名称: "
0xF1,0x06,0x90,0x03	"HMA(智能灯光辅助)"
0xF1,0x06,0x90,0x02	"LDW(车道偏离报警)"
0xF1,0x06,0x90,0x01	"车型代号"
0xF1,0x06,0x91,0x3F	"输入值大于2000，请重新输入"
0xF1,0x06,0x91,0x3E	"请输入前轮轴线到标定板，输入范围为0~2000"
0xF1,0x06,0x91,0x3D	"请输入右后轮胎罩高度值，输入范围为0~2000"
0xF1,0x06,0x91,0x3C	"请输入左后轮胎罩高度值，输入范围为0~2000"
0xF1,0x06,0x91,0x3B	"请输入右前轮胎罩高度值，输入范围为0~2000"
0xF1,0x06,0x91,0x3A	"请输入左前轮胎罩高度值，输入范围为0~2000"
0xF1,0x06,0x91,0x39	"请输入前轮轴线到标定板，输入范围为0~2000"
0xF1,0x06,0x91,0x38	"请输入右后轮胎罩高度值，输入范围为0~2000"
0xF1,0x06,0x91,0x37	"请输入左后轮胎罩高度值，输入范围为0~2000"
0xF1,0x06,0x91,0x36	"请输入右前轮胎罩高度值，输入范围为0~2000"
0xF1,0x06,0x91,0x35	"请输入左前轮胎罩高度值，输入范围为0~2000"
0xF1,0x06,0x91,0x34	"前轮轴线到标定板的距离写入失败，点击确定退出"
0xF1,0x06,0x91,0x33	"前轮轴线到标定板的距离写入成功"
0xF1,0x06,0x91,0x32	"右后轮胎罩高度值写入失败，点击确定退出"
0xF1,0x06,0x91,0x31	"右后轮胎罩高度值写入成功，点击确定运行下一步"
0xF1,0x06,0x91,0x30	"左后轮胎罩高度值写入失败，点击确定退出"
0xF1,0x06,0x91,0x2F	"左后轮胎罩高度值写入成功，点击确定输入右后轮胎罩高度值"
0xF1,0x06,0x91,0x2E	"右前轮胎罩高度值写入失败，点击确定退出"
0xF1,0x06,0x91,0x2D	"右前轮胎罩高度值写入成功，点击确定输入左后轮胎罩高度值"
0xF1,0x06,0x91,0x2C	"左前轮胎罩高度值写入失败，点击确定退出"
0xF1,0x06,0x91,0x2B	"左前轮胎罩高度值写入成功，点击确定输入右前轮胎罩高度值"
0xF1,0x06,0x91,0x2A	"寻找校准目标板失败，是否退出程序？点击‘是’，退出程序,点击‘否’,继续运行下一步程序"
0xF1,0x06,0x91,0x29	"寻找校准目标板成功"
0xF1,0x06,0x91,0x28	"车辆识别号(VIN码)"
0xF1,0x06,0x91,0x27	"校准失败原因"
0xF1,0x06,0x91,0x26	"静态校准具体信息"
0xF1,0x06,0x91,0x25	"所有靶点都被识别"
0xF1,0x06,0x91,0x24	"识别"
0xF1,0x06,0x91,0x23	"没有识别"
0xF1,0x06,0x91,0x22	"第5行靶点识别数量"
0xF1,0x06,0x91,0x21	"第4行靶点识别数量"
0xF1,0x06,0x91,0x20	"第3行靶点识别数量"
0xF1,0x06,0x91,0x1F	"第2行靶点识别数量"
0xF1,0x06,0x91,0x1E	"第1行靶点识别数量"
0xF1,0x06,0x91,0x1D	"VIN码未写入"
0xF1,0x06,0x91,0x1C	"手动纠正校准结果"
0xF1,0x06,0x91,0x1B	"安装位置错误"
0xF1,0x06,0x91,0x1A	"输入参数"
0xF1,0x06,0x91,0x19	"系统没有在可支持的状态"
0xF1,0x06,0x91,0x18	"校准板位置错误"
0xF1,0x06,0x91,0x17	"视线被遮挡"
0xF1,0x06,0x91,0x16	"靶点部分被遮挡"
0xF1,0x06,0x91,0x15	"对比度太低"
0xF1,0x06,0x91,0x14	"照度太低"
0xF1,0x06,0x91,0x13	"照度不均一"
0xF1,0x06,0x91,0x12	"照度太高"
0xF1,0x06,0x91,0x11	"校准没有执行"
0xF1,0x06,0x91,0x10	"没有校准错误"
0xF1,0x06,0x91,0x0F	"请排除故障再进行校准"
0xF1,0x06,0x91,0x0E	"确保没有故障，VIN码已经写入，校准前摄像头对准校准板"
0xF1,0x06,0x91,0x0D	"请确认输入数据是否正确,如果正确请按'是'执行下一步,否则按'否',重新输入"
0xF1,0x06,0x91,0x0C	"您刚才输入的数据为:"
0xF1,0x06,0x91,0x0B	"输入字数超过8位,请重新输入"
0xF1,0x06,0x91,0x0A	"写入配置信息失败"
0xF1,0x06,0x91,0x09	"写入配置信息成功"
0xF1,0x06,0x91,0x08	"写入数据出错"
0xF1,0x06,0x91,0x06	"输入字数或内容不对,请重新输入"
0xF1,0x06,0x91,0x03	"请输入8位ECU安装日期,输入内容的范围为数字0~9"
0xF1,0x06,0x91,0x02	"请输入17位VIN码"
0xF1,0x06,0x91,0x01	"请输入车辆名称"
0xF1,0x06,0x91,0x55	"校准失败，失败原因是开始校准失败，点击确定退出"
0xF1,0x06,0x91,0x54	"校准失败，失败原因是寻找校准目标失败，点击确定退出"
0xF1,0x06,0x91,0x53	"是否需要输入VIN码？需要输入VIN码点击‘是’，不需要输入VIN码点击‘否’直接运行下一步"
0xF1,0x06,0x91,0x52	"校准成功"
0xF1,0x06,0x91,0x51	"校准失败"
0xF1,0x06,0x91,0x50	"未定义状态"
0xF1,0x06,0x91,0x4F	"读取校准结果中，请等待..."
0xF1,0x06,0x91,0x4E	"寻找校准目标中，请等待..."
0xF1,0x06,0x91,0x4D	"没有录入VIN码"
0xF1,0x06,0x91,0x4C	"手动纠正校准结果"
0xF1,0x06,0x91,0x4B	"安装位置错误"
0xF1,0x06,0x91,0x4A	"参数输入错误"
0xF1,0x06,0x91,0x49	"系统没有在可支持的状态"
0xF1,0x06,0x91,0x48	"校准板位置错误"
0xF1,0x06,0x91,0x47	"视线被遮挡"
0xF1,0x06,0x91,0x46	"靶点部分被遮挡"
0xF1,0x06,0x91,0x45	"对比度太低"
0xF1,0x06,0x91,0x44	"照度太低"
0xF1,0x06,0x91,0x43	"照度不均一"
0xF1,0x06,0x91,0x42	"亮度太高"
0xF1,0x06,0x91,0x41	"校准没有执行"
0xF1,0x06,0x91,0x40	"没有校准错误"
0xF1,0x06,0x32,0x0A	"fak32RatioAlpSteeringWheel"
0xF1,0x06,0x32,0x09	"dVehicleWidth"
0xF1,0x06,0x32,0x08	"lWheelTrack"
0xF1,0x06,0x32,0x07	"lWheelbase"
0xF1,0x06,0x32,0x06	"dCustomerMountPosZ"
0xF1,0x06,0x32,0x05	"dCustomerMountPosY"
0xF1,0x06,0x32,0x04	"dCustomerMountPosX"
0xF1,0x06,0x32,0x03	"dCustomer2CMCZAxisOffset"
0xF1,0x06,0x32,0x02	"dCustomer2CMCYAxisOffset"
0xF1,0x06,0x32,0x01	"dCustomer2CMCXAxisOffset"
0xF1,0x06,0x30,0x01	"VehicleDataInformation"
0xF1,0x06,0x31,0x06	"ProgrammingAttemptCounter"
0xF1,0x06,0x31,0x05	"ProgrammingCounter"
0xF1,0x06,0x31,0x04	"CameraStatus"
0xF1,0x06,0x31,0x03	"canmeraTemperature"
0xF1,0x06,0x31,0x02	"ProductionMode"
0xF1,0x06,0x31,0x01	"ECUPowerSupplyVoltage"
0xF1,0x06,0x36,0x0E	"时间点"
0xF1,0x06,0x36,0x0D	"GCC错误"
0xF1,0x06,0x36,0x0C	"ACC状态"
0xF1,0x06,0x36,0x0B	"局部标识符1005"
0xF1,0x06,0x36,0x0A	"Acceleration"
0xF1,0x06,0x36,0x09	"局部标识符1004"
0xF1,0x06,0x36,0x08	"车速"
0xF1,0x06,0x36,0x07	"局部标识符1003"
0xF1,0x06,0x36,0x06	"点火电压"
0xF1,0x06,0x36,0x05	"局部标识符1002"
0xF1,0x06,0x36,0x04	"ECU温度"
0xF1,0x06,0x36,0x03	"ECU温度:"
0xF1,0x06,0x36,0x02	"供电电压:"
0xF1,0x06,0x36,0x01	"行车速度:"
0xF1,0x06,0x37,0x0E	""
0xF1,0x06,0x37,0x0D	""
0xF1,0x06,0x37,0x0C	""
0xF1,0x06,0x37,0x0B	""
0xF1,0x06,0x37,0x0A	"m/s^s"
0xF1,0x06,0x37,0x09	""
0xF1,0x06,0x37,0x08	"m/s"
0xF1,0x06,0x37,0x07	""
0xF1,0x06,0x37,0x06	"V"
0xF1,0x06,0x37,0x05	""
0xF1,0x06,0x37,0x04	"degC"
0xF1,0x06,0x37,0x03	"degC"
